ID,Prob1
126737, 0.55
126738, 0.05
126739, 0.96
126740, 0.12
126741, 0.96
126742, 0.05
126743, 0.27
126744, 0.14
126745, 0.05
126746, 0.05
126747, 0.32
126748, 0.19
126749, 0.58
126750, 0.65
126751, 0.64
126752, 0.05
126753, 0.04
126754, 0.65
126755, 0.17
126756, 0.50
126757, 0.43
126758, 0.15
126759, 0.33
126760, 0.05
126761, 0.05
126762, 0.05
126763, 0.31
126764, 0.77
126765, 0.05
126766, 0.53
126767, 0.53
126768, 0.59
126769, 0.25
126770, 0.29
126771, 0.97
126772, 0.08
126773, 0.21
126774, 0.68
126775, 0.03
126776, 0.77
126777, 0.95
126778, 0.03
126779, 0.82
126780, 0.15
126781, 0.21
126782, 0.25
126783, 0.68
126784, 0.03
126785, 0.86
126786, 0.04
126787, 0.04
126788, 0.05
126789, 0.55
126790, 0.47
126791, 0.38
126792, 0.05
126793, 0.29
126794, 0.31
126795, 0.35
126796, 0.95
126797, 0.35
126798, 0.41
126799, 0.95
126800, 0.03
126801, 0.71
126802, 0.43
126803, 0.38
126804, 0.04
126805, 0.26
126806, 0.15
126807, 0.96
126808, 0.32
126809, 0.07
126810, 0.63
126811, 0.81
126812, 0.23
126813, 0.29
126814, 0.32
126815, 0.22
126816, 0.04
126817, 0.62
126818, 0.66
126819, 0.96
126820, 0.39
126821, 0.15
126822, 0.35
126823, 0.75
126824, 0.05
126825, 0.04
126826, 0.14
126827, 0.77
126828, 0.03
126829, 0.35
126830, 0.50
126831, 0.04
126832, 0.04
126833, 0.11
126834, 0.38
126835, 0.68
126836, 0.04
126837, 0.15
126838, 0.23
126839, 0.86
126840, 0.05
126841, 0.68
126842, 0.21
126843, 0.50
126844, 0.31
126845, 0.18
126846, 0.95
126847, 0.39
126848, 0.96
126849, 0.50
126850, 0.12
126851, 0.32
126852, 0.05
126853, 0.82
126854, 0.72
126855, 0.96
126856, 0.45
126857, 0.38
126858, 0.50
126859, 0.25
126860, 0.56
126861, 0.68
126862, 0.95
126863, 0.03
126864, 0.03
126865, 0.79
126866, 0.86
126867, 0.42
126868, 0.35
126869, 0.03
126870, 0.05
126871, 0.05
126872, 0.43
126873, 0.04
126874, 0.46
126875, 0.45
126876, 0.05
126877, 0.35
126878, 0.62
126879, 0.05
126880, 0.85
126881, 0.03
126882, 0.05
126883, 0.78
126884, 0.05
126885, 0.46
126886, 0.23
126887, 0.05
126888, 0.23
126889, 0.85
126890, 0.23
126891, 0.82
126892, 0.68
126893, 0.31
126894, 0.30
126895, 0.41
126896, 0.03
126897, 0.59
126898, 0.03
126899, 0.32
126900, 0.72
126901, 0.97
126902, 0.38
126903, 0.05
126904, 0.56
126905, 0.16
126906, 0.66
126907, 0.05
126908, 0.35
126909, 0.18
126910, 0.34
126911, 0.86
126912, 0.35
126913, 0.23
126914, 0.03
126915, 0.09
126916, 0.78
126917, 0.64
126918, 0.47
126919, 0.31
126920, 0.39
126921, 0.10
126922, 0.15
126923, 0.25
126924, 0.37
126925, 0.03
126926, 0.14
126927, 0.04
126928, 0.23
126929, 0.84
126930, 0.03
126931, 0.24
126932, 0.32
126933, 0.08
126934, 0.75
126935, 0.19
126936, 0.81
126937, 0.53
126938, 0.04
126939, 0.03
126940, 0.64
126941, 0.09
126942, 0.11
126943, 0.04
126944, 0.11
126945, 0.03
126946, 0.05
126947, 0.65
126948, 0.04
126949, 0.16
126950, 0.96
126951, 0.13
126952, 0.09
126953, 0.27
126954, 0.05
126955, 0.12
126956, 0.35
126957, 0.05
126958, 0.32
126959, 0.47
126960, 0.50
126961, 0.82
126962, 0.04
126963, 0.23
126964, 0.01
126965, 0.25
126966, 0.05
126967, 0.03
126968, 0.39
126969, 0.68
126970, 0.21
126971, 0.03
126972, 0.04
126973, 0.23
126974, 0.38
126975, 0.05
126976, 0.08
126977, 0.81
126978, 0.15
126979, 0.22
126980, 0.37
126981, 0.35
126982, 0.55
126983, 0.31
126984, 0.07
126985, 0.05
126986, 0.66
126987, 0.19
126988, 0.27
126989, 0.05
126990, 0.61
126991, 0.11
126992, 0.55
126993, 0.15
126994, 0.05
126995, 0.10
126996, 0.35
126997, 0.59
126998, 0.03
126999, 0.03
127000, 0.29
127001, 0.25
127002, 0.88
127003, 0.04
127004, 0.03
127005, 0.21
127006, 0.55
127007, 0.19
127008, 0.54
127009, 0.03
127010, 0.05
127011, 0.46
127012, 0.88
127013, 0.36
127014, 0.68
127015, 0.05
127016, 0.46
127017, 0.56
127018, 0.68
127019, 0.84
127020, 0.61
127021, 0.86
127022, 0.37
127023, 0.50
127024, 0.03
127025, 0.04
127026, 0.23
127027, 0.43
127028, 0.03
127029, 0.72
127030, 0.04
127031, 0.86
127032, 0.05
127033, 0.95
127034, 0.03
127035, 0.68
127036, 0.75
127037, 0.35
127038, 0.38
127039, 0.28
127040, 0.38
127041, 0.04
127042, 0.12
127043, 0.23
127044, 0.25
127045, 0.55
127046, 0.05
127047, 0.88
127048, 0.03
127049, 0.05
127050, 0.15
127051, 0.32
127052, 0.50
127053, 0.03
127054, 0.35
127055, 0.23
127056, 0.05
127057, 0.25
127058, 0.75
127059, 0.31
127060, 0.65
127061, 0.59
127062, 0.04
127063, 0.04
127064, 0.04
127065, 0.85
127066, 0.96
127067, 0.21
127068, 0.09
127069, 0.14
127070, 0.55
127071, 0.04
127072, 0.95
127073, 0.79
127074, 0.55
127075, 0.04
127076, 0.68
127077, 0.10
127078, 0.32
127079, 0.96
127080, 0.25
127081, 0.59
127082, 0.35
127083, 0.47
127084, 0.04
127085, 0.13
127086, 0.45
127087, 0.14
127088, 0.04
127089, 0.43
127090, 0.08
127091, 0.56
127092, 0.61
127093, 0.54
127094, 0.30
127095, 0.03
127096, 0.39
127097, 0.05
127098, 0.95
127099, 0.03
127100, 0.34
127101, 0.03
127102, 0.03
127103, 0.46
127104, 0.05
127105, 0.34
127106, 0.15
127107, 0.88
127108, 0.45
127109, 0.66
127110, 0.15
127111, 0.05
127112, 0.05
127113, 0.26
127114, 0.74
127115, 0.53
127116, 0.17
127117, 0.03
127118, 0.88
127119, 0.32
127120, 0.18
127121, 0.13
127122, 0.44
127123, 0.43
127124, 0.04
127125, 0.45
127126, 0.19
127127, 0.25
127128, 0.95
127129, 0.50
127130, 0.50
127131, 0.30
127132, 0.79
127133, 0.86
127134, 0.05
127135, 0.22
127136, 0.04
127137, 0.03
127138, 0.04
127139, 0.32
127140, 0.32
127141, 0.61
127142, 0.46
127143, 0.54
127144, 0.05
127145, 0.05
127146, 0.30
127147, 0.04
127148, 0.04
127149, 0.79
127150, 0.05
127151, 0.55
127152, 0.95
127153, 0.50
127154, 0.04
127155, 0.61
127156, 0.03
127157, 0.97
127158, 0.96
127159, 0.53
127160, 0.96
127161, 0.03
127162, 0.95
127163, 0.09
127164, 0.96
127165, 0.04
127166, 0.62
127167, 0.04
127168, 0.03
127169, 0.83
127170, 0.55
127171, 0.27
127172, 0.53
127173, 0.04
127174, 0.15
127175, 0.04
127176, 0.65
127177, 0.55
127178, 0.75
127179, 0.96
127180, 0.12
127181, 0.62
127182, 0.03
127183, 0.03
127184, 0.05
127185, 0.19
127186, 0.88
127187, 0.45
127188, 0.65
127189, 0.14
127190, 0.05
127191, 0.05
127192, 0.79
127193, 0.23
127194, 0.03
127195, 0.78
127196, 0.86
127197, 0.79
127198, 0.35
127199, 0.55
127200, 0.32
127201, 0.05
127202, 0.55
127203, 0.15
127204, 0.25
127205, 0.54
127206, 0.19
127207, 0.88
127208, 0.03
127209, 0.05
127210, 0.03
127211, 0.05
127212, 0.04
127213, 0.43
127214, 0.04
127215, 0.35
127216, 0.12
127217, 0.05
127218, 0.97
127219, 0.04
127220, 0.28
127221, 0.23
127222, 0.50
127223, 0.04
127224, 0.75
127225, 0.70
127226, 0.04
127227, 0.96
127228, 0.65
127229, 0.12
127230, 0.03
127231, 0.25
127232, 0.46
127233, 0.13
127234, 0.44
127235, 0.25
127236, 0.04
127237, 0.03
127238, 0.21
127239, 0.97
127240, 0.25
127241, 0.22
127242, 0.03
127243, 0.14
127244, 0.68
127245, 0.05
127246, 0.05
127247, 0.35
127248, 0.68
127249, 0.11
127250, 0.45
127251, 0.25
127252, 0.10
127253, 0.71
127254, 0.57
127255, 0.34
127256, 0.95
127257, 0.86
127258, 0.97
127259, 0.25
127260, 0.43
127261, 0.56
127262, 0.21
127263, 0.03
127264, 0.15
127265, 0.62
127266, 0.88
127267, 0.04
127268, 0.46
127269, 0.09
127270, 0.05
127271, 0.50
127272, 0.05
127273, 0.05
127274, 0.18
127275, 0.05
127276, 0.05
127277, 0.39
127278, 0.42
127279, 0.15
127280, 0.35
127281, 0.03
127282, 0.15
127283, 0.75
127284, 0.38
127285, 0.11
127286, 0.38
127287, 0.05
127288, 0.03
127289, 0.57
127290, 0.04
127291, 0.05
127292, 0.15
127293, 0.96
127294, 0.91
127295, 0.55
127296, 0.58
127297, 0.95
127298, 0.46
127299, 0.43
127300, 0.15
127301, 0.03
127302, 0.25
127303, 0.35
127304, 0.05
127305, 0.05
127306, 0.47
127307, 0.21
127308, 0.36
127309, 0.65
127310, 0.03
127311, 0.16
127312, 0.03
127313, 0.24
127314, 0.96
127315, 0.68
127316, 0.38
127317, 0.86
127318, 0.15
127319, 0.16
127320, 0.28
127321, 0.05
127322, 0.88
127323, 0.75
127324, 0.57
127325, 0.59
127326, 0.05
127327, 0.05
127328, 0.88
127329, 0.22
127330, 0.35
127331, 0.65
127332, 0.38
127333, 0.25
127334, 0.12
127335, 0.86
127336, 0.23
127337, 0.32
127338, 0.23
127339, 0.38
127340, 0.03
127341, 0.23
127342, 0.45
127343, 0.17
127344, 0.86
127345, 0.03
127346, 0.15
127347, 0.05
127348, 0.05
127349, 0.03
127350, 0.79
127351, 0.96
127352, 0.09
127353, 0.03
127354, 0.65
127355, 0.12
127356, 0.42
127357, 0.11
127358, 0.54
127359, 0.03
127360, 0.35
127361, 0.63
127362, 0.64
127363, 0.63
127364, 0.05
127365, 0.92
127366, 0.05
127367, 0.32
127368, 0.75
127369, 0.65
127370, 0.04
127371, 0.65
127372, 0.04
127373, 0.25
127374, 0.04
127375, 0.68
127376, 0.05
127377, 0.23
127378, 0.03
127379, 0.62
127380, 0.03
127381, 0.04
127382, 0.79
127383, 0.03
127384, 0.55
127385, 0.68
127386, 0.25
127387, 0.50
127388, 0.25
127389, 0.15
127390, 0.62
127391, 0.41
127392, 0.19
127393, 0.43
127394, 0.47
127395, 0.05
127396, 0.90
127397, 0.05
127398, 0.53
127399, 0.44
127400, 0.32
127401, 0.60
127402, 0.28
127403, 0.41
127404, 0.95
127405, 0.88
127406, 0.16
127407, 0.04
127408, 0.08
127409, 0.05
127410, 0.59
127411, 0.04
127412, 0.23
127413, 0.05
127414, 0.25
127415, 0.54
127416, 0.26
127417, 0.15
127418, 0.71
127419, 0.04
127420, 0.50
127421, 0.97
127422, 0.85
127423, 0.23
127424, 0.04
127425, 0.15
127426, 0.25
127427, 0.35
127428, 0.48
127429, 0.35
127430, 0.85
127431, 0.79
127432, 0.23
127433, 0.97
127434, 0.26
127435, 0.05
127436, 0.81
127437, 0.41
127438, 0.05
127439, 0.96
127440, 0.22
127441, 0.35
127442, 0.32
127443, 0.25
127444, 0.45
127445, 0.32
127446, 0.65
127447, 0.15
127448, 0.04
127449, 0.03
127450, 0.21
127451, 0.59
127452, 0.50
127453, 0.97
127454, 0.75
127455, 0.03
127456, 0.25
127457, 0.88
127458, 0.32
127459, 0.92
127460, 0.21
127461, 0.04
127462, 0.17
127463, 0.03
127464, 0.05
127465, 0.54
127466, 0.05
127467, 0.19
127468, 0.72
127469, 0.32
127470, 0.03
127471, 0.97
127472, 0.04
127473, 0.77
127474, 0.62
127475, 0.68
127476, 0.29
127477, 0.14
127478, 0.40
127479, 0.29
127480, 0.04
127481, 0.35
127482, 0.23
127483, 0.68
127484, 0.58
127485, 0.03
127486, 0.23
127487, 0.36
127488, 0.12
127489, 0.31
127490, 0.50
127491, 0.05
127492, 0.91
127493, 0.23
127494, 0.23
127495, 0.04
127496, 0.77
127497, 0.71
127498, 0.15
127499, 0.86
127500, 0.05
127501, 0.42
127502, 0.12
127503, 0.03
127504, 0.28
127505, 0.14
127506, 0.72
127507, 0.50
127508, 0.38
127509, 0.62
127510, 0.95
127511, 0.23
127512, 0.05
127513, 0.50
127514, 0.25
127515, 0.68
127516, 0.32
127517, 0.23
127518, 0.22
127519, 0.15
127520, 0.14
127521, 0.46
127522, 0.35
127523, 0.41
127524, 0.04
127525, 0.79
127526, 0.97
127527, 0.15
127528, 0.32
127529, 0.64
127530, 0.16
127531, 0.72
127532, 0.05
127533, 0.91
127534, 0.50
127535, 0.03
127536, 0.07
127537, 0.05
127538, 0.65
127539, 0.50
127540, 0.22
127541, 0.03
127542, 0.81
127543, 0.96
127544, 0.21
127545, 0.05
127546, 0.23
127547, 0.65
127548, 0.04
127549, 0.04
127550, 0.04
127551, 0.12
127552, 0.05
127553, 0.03
127554, 0.59
127555, 0.43
127556, 0.85
127557, 0.03
127558, 0.11
127559, 0.03
127560, 0.25
127561, 0.05
127562, 0.68
127563, 0.04
127564, 0.59
127565, 0.05
127566, 0.46
127567, 0.86
127568, 0.45
127569, 0.25
127570, 0.91
127571, 0.59
127572, 0.03
127573, 0.03
127574, 0.03
127575, 0.14
127576, 0.55
127577, 0.68
127578, 0.32
127579, 0.04
127580, 0.17
127581, 0.03
127582, 0.32
127583, 0.96
127584, 0.42
127585, 0.03
127586, 0.21
127587, 0.16
127588, 0.75
127589, 0.09
127590, 0.03
127591, 0.79
127592, 0.25
127593, 0.50
127594, 0.65
127595, 0.39
127596, 0.35
127597, 0.85
127598, 0.68
127599, 0.65
127600, 0.75
127601, 0.88
127602, 0.73
127603, 0.04
127604, 0.09
127605, 0.71
127606, 0.05
127607, 0.05
127608, 0.05
127609, 0.95
127610, 0.04
127611, 0.29
127612, 0.27
127613, 0.05
127614, 0.22
127615, 0.25
127616, 0.46
127617, 0.05
127618, 0.15
127619, 0.35
127620, 0.23
127621, 0.19
127622, 0.41
127623, 0.05
127624, 0.58
127625, 0.14
127626, 0.03
127627, 0.25
127628, 0.68
127629, 0.43
127630, 0.24
127631, 0.15
127632, 0.25
127633, 0.31
127634, 0.77
127635, 0.35
127636, 0.04
127637, 0.03
127638, 0.41
127639, 0.37
127640, 0.05
127641, 0.05
127642, 0.79
127643, 0.79
127644, 0.03
127645, 0.05
127646, 0.22
127647, 0.19
127648, 0.59
127649, 0.32
127650, 0.03
127651, 0.25
127652, 0.17
127653, 0.25
127654, 0.73
127655, 0.45
127656, 0.35
127657, 0.05
127658, 0.65
127659, 0.47
127660, 0.96
127661, 0.70
127662, 0.04
127663, 0.28
127664, 0.22
127665, 0.15
127666, 0.55
127667, 0.03
127668, 0.62
127669, 0.04
127670, 0.05
127671, 0.46
127672, 0.19
127673, 0.96
127674, 0.04
127675, 0.23
127676, 0.25
127677, 0.23
127678, 0.68
127679, 0.50
127680, 0.12
127681, 0.12
127682, 0.79
127683, 0.96
127684, 0.22
127685, 0.59
127686, 0.04
127687, 0.03
127688, 0.14
127689, 0.05
127690, 0.21
127691, 0.35
127692, 0.04
127693, 0.04
127694, 0.04
127695, 0.97
127696, 0.03
127697, 0.05
127698, 0.50
127699, 0.03
127700, 0.05
127701, 0.14
127702, 0.22
127703, 0.43
127704, 0.22
127705, 0.29
127706, 0.10
127707, 0.12
127708, 0.25
127709, 0.95
127710, 0.96
127711, 0.28
127712, 0.86
127713, 0.05
127714, 0.50
127715, 0.46
127716, 0.05
127717, 0.59
127718, 0.95
127719, 0.41
127720, 0.09
127721, 0.03
127722, 0.03
127723, 0.29
127724, 0.26
127725, 0.05
127726, 0.18
127727, 0.21
127728, 0.25
127729, 0.61
127730, 0.47
127731, 0.25
127732, 0.77
127733, 0.03
127734, 0.96
127735, 0.05
127736, 0.86
127737, 0.16
127738, 0.47
127739, 0.82
127740, 0.04
127741, 0.39
127742, 0.75
127743, 0.38
127744, 0.75
127745, 0.65
127746, 0.45
127747, 0.91
127748, 0.78
127749, 0.03
127750, 0.12
127751, 0.75
127752, 0.96
127753, 0.85
127754, 0.23
127755, 0.45
127756, 0.31
127757, 0.04
127758, 0.03
127759, 0.92
127760, 0.28
127761, 0.14
127762, 0.58
127763, 0.84
127764, 0.59
127765, 0.66
127766, 0.41
127767, 0.04
127768, 0.58
127769, 0.20
127770, 0.45
127771, 0.38
127772, 0.03
127773, 0.54
127774, 0.50
127775, 0.65
127776, 0.77
127777, 0.34
127778, 0.03
127779, 0.03
127780, 0.85
127781, 0.25
127782, 0.41
127783, 0.32
127784, 0.05
127785, 0.50
127786, 0.05
127787, 0.04
127788, 0.23
127789, 0.25
127790, 0.12
127791, 0.12
127792, 0.35
127793, 0.19
127794, 0.50
127795, 0.61
127796, 0.05
127797, 0.15
127798, 0.05
127799, 0.12
127800, 0.05
127801, 0.38
127802, 0.54
127803, 0.58
127804, 0.05
127805, 0.68
127806, 0.41
127807, 0.11
127808, 0.85
127809, 0.03
127810, 0.03
127811, 0.96
127812, 0.30
127813, 0.05
127814, 0.14
127815, 0.85
127816, 0.04
127817, 0.43
127818, 0.30
127819, 0.03
127820, 0.62
127821, 0.03
127822, 0.25
127823, 0.15
127824, 0.25
127825, 0.03
127826, 0.05
127827, 0.45
127828, 0.55
127829, 0.32
127830, 0.43
127831, 0.95
127832, 0.03
127833, 0.15
127834, 0.68
127835, 0.14
127836, 0.77
127837, 0.38
127838, 0.05
127839, 0.65
127840, 0.04
127841, 0.03
127842, 0.43
127843, 0.95
127844, 0.03
127845, 0.53
127846, 0.16
127847, 0.86
127848, 0.77
127849, 0.86
127850, 0.96
127851, 0.58
127852, 0.03
127853, 0.54
127854, 0.26
127855, 0.71
127856, 0.04
127857, 0.21
127858, 0.04
127859, 0.04
127860, 0.03
127861, 0.04
127862, 0.77
127863, 0.04
127864, 0.04
127865, 0.86
127866, 0.11
127867, 0.14
127868, 0.38
127869, 0.81
127870, 0.23
127871, 0.38
127872, 0.96
127873, 0.68
127874, 0.08
127875, 0.25
127876, 0.65
127877, 0.04
127878, 0.96
127879, 0.05
127880, 0.50
127881, 0.91
127882, 0.04
127883, 0.38
127884, 0.95
127885, 0.05
127886, 0.35
127887, 0.03
127888, 0.03
127889, 0.26
127890, 0.84
127891, 0.47
127892, 0.14
127893, 0.05
127894, 0.41
127895, 0.04
127896, 0.05
127897, 0.04
127898, 0.03
127899, 0.75
127900, 0.62
127901, 0.60
127902, 0.68
127903, 0.44
127904, 0.16
127905, 0.12
127906, 0.35
127907, 0.83
127908, 0.19
127909, 0.12
127910, 0.08
127911, 0.66
127912, 0.25
127913, 0.96
127914, 0.89
127915, 0.25
127916, 0.78
127917, 0.32
127918, 0.05
127919, 0.34
127920, 0.59
127921, 0.53
127922, 0.03
127923, 0.77
127924, 0.04
127925, 0.50
127926, 0.39
127927, 0.03
127928, 0.41
127929, 0.32
127930, 0.05
127931, 0.05
127932, 0.35
127933, 0.22
127934, 0.05
127935, 0.15
127936, 0.23
127937, 0.12
127938, 0.39
127939, 0.75
127940, 0.45
127941, 0.25
127942, 0.01
127943, 0.05
127944, 0.05
127945, 0.42
127946, 0.53
127947, 0.56
127948, 0.35
127949, 0.68
127950, 0.50
127951, 0.14
127952, 0.03
127953, 0.97
127954, 0.35
127955, 0.15
127956, 0.15
127957, 0.86
127958, 0.05
127959, 0.50
127960, 0.04
127961, 0.65
127962, 0.45
127963, 0.47
127964, 0.31
127965, 0.35
127966, 0.04
127967, 0.74
127968, 0.05
127969, 0.59
127970, 0.50
127971, 0.37
127972, 0.25
127973, 0.15
127974, 0.59
127975, 0.77
127976, 0.35
127977, 0.64
127978, 0.17
127979, 0.68
127980, 0.03
127981, 0.32
127982, 0.04
127983, 0.41
127984, 0.65
127985, 0.05
127986, 0.86
127987, 0.72
127988, 0.63
127989, 0.04
127990, 0.96
127991, 0.65
127992, 0.97
127993, 0.05
127994, 0.65
127995, 0.62
127996, 0.32
127997, 0.97
127998, 0.03
127999, 0.17
128000, 0.14
128001, 0.77
128002, 0.04
128003, 0.44
128004, 0.04
128005, 0.25
128006, 0.55
128007, 0.96
128008, 0.04
128009, 0.85
128010, 0.04
128011, 0.15
128012, 0.50
128013, 0.05
128014, 0.95
128015, 0.95
128016, 0.46
128017, 0.04
128018, 0.03
128019, 0.14
128020, 0.30
128021, 0.65
128022, 0.21
128023, 0.28
128024, 0.04
128025, 0.57
128026, 0.86
128027, 0.50
128028, 0.15
128029, 0.12
128030, 0.95
128031, 0.35
128032, 0.85
128033, 0.03
128034, 0.23
128035, 0.04
128036, 0.35
128037, 0.12
128038, 0.11
128039, 0.17
128040, 0.36
128041, 0.04
128042, 0.23
128043, 0.15
128044, 0.23
128045, 0.03
128046, 0.68
128047, 0.46
128048, 0.03
128049, 0.88
128050, 0.96
128051, 0.14
128052, 0.15
128053, 0.03
128054, 0.85
128055, 0.78
128056, 0.05
128057, 0.21
128058, 0.04
128059, 0.81
128060, 0.15
128061, 0.84
128062, 0.85
128063, 0.18
128064, 0.03
128065, 0.32
128066, 0.62
128067, 0.04
128068, 0.75
128069, 0.46
128070, 0.35
128071, 0.85
128072, 0.04
128073, 0.05
128074, 0.55
128075, 0.19
128076, 0.04
128077, 0.04
128078, 0.96
128079, 0.04
128080, 0.03
128081, 0.30
128082, 0.39
128083, 0.55
128084, 0.74
128085, 0.97
128086, 0.97
128087, 0.95
128088, 0.97
128089, 0.96
128090, 0.65
128091, 0.39
128092, 0.41
128093, 0.16
128094, 0.59
128095, 0.79
128096, 0.37
128097, 0.25
128098, 0.05
128099, 0.75
128100, 0.77
128101, 0.03
128102, 0.58
128103, 0.04
128104, 0.35
128105, 0.47
128106, 0.05
128107, 0.05
128108, 0.50
128109, 0.04
128110, 0.39
128111, 0.20
128112, 0.14
128113, 0.05
128114, 0.17
128115, 0.96
128116, 0.88
128117, 0.15
128118, 0.03
128119, 0.35
128120, 0.30
128121, 0.04
128122, 0.16
128123, 0.25
128124, 0.04
128125, 0.89
128126, 0.38
128127, 0.41
128128, 0.25
128129, 0.32
128130, 0.86
128131, 0.45
128132, 0.05
128133, 0.42
128134, 0.05
128135, 0.03
128136, 0.25
128137, 0.55
128138, 0.09
128139, 0.23
128140, 0.14
128141, 0.38
128142, 0.04
128143, 0.05
128144, 0.75
128145, 0.04
128146, 0.88
128147, 0.25
128148, 0.04
128149, 0.23
128150, 0.04
128151, 0.62
128152, 0.62
128153, 0.62
128154, 0.04
128155, 0.05
128156, 0.04
128157, 0.54
128158, 0.04
128159, 0.38
128160, 0.78
128161, 0.14
128162, 0.65
128163, 0.17
128164, 0.05
128165, 0.77
128166, 0.97
128167, 0.54
128168, 0.65
128169, 0.21
128170, 0.96
128171, 0.05
128172, 0.03
128173, 0.59
128174, 0.04
128175, 0.43
128176, 0.44
128177, 0.43
128178, 0.03
128179, 0.83
128180, 0.05
128181, 0.96
128182, 0.66
128183, 0.03
128184, 0.04
128185, 0.25
128186, 0.95
128187, 0.04
128188, 0.97
128189, 0.05
128190, 0.55
128191, 0.32
128192, 0.04
128193, 0.03
128194, 0.07
128195, 0.46
128196, 0.16
128197, 0.13
128198, 0.14
128199, 0.35
128200, 0.15
128201, 0.75
128202, 0.05
128203, 0.04
128204, 0.41
128205, 0.14
128206, 0.55
128207, 0.04
128208, 0.17
128209, 0.03
128210, 0.03
128211, 0.26
128212, 0.35
128213, 0.23
128214, 0.75
128215, 0.78
128216, 0.19
128217, 0.95
128218, 0.38
128219, 0.43
128220, 0.47
128221, 0.59
128222, 0.23
128223, 0.46
128224, 0.50
128225, 0.16
128226, 0.45
128227, 0.97
128228, 0.54
128229, 0.72
128230, 0.03
128231, 0.55
128232, 0.96
128233, 0.05
128234, 0.29
128235, 0.23
128236, 0.24
128237, 0.03
128238, 0.41
128239, 0.25
128240, 0.75
128241, 0.05
128242, 0.61
128243, 0.03
128244, 0.17
128245, 0.04
128246, 0.21
128247, 0.62
128248, 0.04
128249, 0.21
128250, 0.90
128251, 0.97
128252, 0.50
128253, 0.35
128254, 0.78
128255, 0.88
128256, 0.05
128257, 0.05
128258, 0.71
128259, 0.03
128260, 0.59
128261, 0.68
128262, 0.04
128263, 0.65
128264, 0.23
128265, 0.55
128266, 0.79
128267, 0.96
128268, 0.84
128269, 0.05
128270, 0.05
128271, 0.03
128272, 0.32
128273, 0.70
128274, 0.05
128275, 0.05
128276, 0.91
128277, 0.23
128278, 0.75
128279, 0.27
128280, 0.23
128281, 0.41
128282, 0.03
128283, 0.75
128284, 0.50
128285, 0.10
128286, 0.75
128287, 0.44
128288, 0.05
128289, 0.64
128290, 0.37
128291, 0.29
128292, 0.04
128293, 0.65
128294, 0.04
128295, 0.14
128296, 0.04
128297, 0.14
128298, 0.04
128299, 0.03
128300, 0.12
128301, 0.25
128302, 0.74
128303, 0.55
128304, 0.04
128305, 0.38
128306, 0.13
128307, 0.44
128308, 0.80
128309, 0.05
128310, 0.69
128311, 0.86
128312, 0.04
128313, 0.03
128314, 0.25
128315, 0.41
128316, 0.32
128317, 0.41
128318, 0.46
128319, 0.58
128320, 0.28
128321, 0.37
128322, 0.32
128323, 0.27
128324, 0.96
128325, 0.04
128326, 0.05
128327, 0.96
128328, 0.55
128329, 0.14
128330, 0.11
128331, 0.04
128332, 0.26
128333, 0.03
128334, 0.05
128335, 0.03
128336, 0.03
128337, 0.38
128338, 0.43
128339, 0.86
128340, 0.03
128341, 0.17
128342, 0.71
128343, 0.55
128344, 0.38
128345, 0.03
128346, 0.57
128347, 0.08
128348, 0.61
128349, 0.86
128350, 0.97
128351, 0.32
128352, 0.23
128353, 0.21
128354, 0.57
128355, 0.25
128356, 0.12
128357, 0.05
128358, 0.46
128359, 0.22
128360, 0.04
128361, 0.05
128362, 0.09
128363, 0.05
128364, 0.55
128365, 0.05
128366, 0.05
128367, 0.05
128368, 0.05
128369, 0.44
128370, 0.95
128371, 0.54
128372, 0.25
128373, 0.56
128374, 0.05
128375, 0.08
128376, 0.26
128377, 0.05
128378, 0.96
128379, 0.96
128380, 0.04
128381, 0.35
128382, 0.13
128383, 0.04
128384, 0.03
128385, 0.66
128386, 0.54
128387, 0.17
128388, 0.05
128389, 0.50
128390, 0.85
128391, 0.05
128392, 0.53
128393, 0.03
128394, 0.64
128395, 0.68
128396, 0.05
128397, 0.14
128398, 0.20
128399, 0.05
128400, 0.25
128401, 0.05
128402, 0.04
128403, 0.28
128404, 0.04
128405, 0.25
128406, 0.96
128407, 0.31
128408, 0.03
128409, 0.09
128410, 0.68
128411, 0.04
128412, 0.85
128413, 0.05
128414, 0.07
128415, 0.62
128416, 0.97
128417, 0.04
128418, 0.66
128419, 0.29
128420, 0.65
128421, 0.35
128422, 0.25
128423, 0.95
128424, 0.65
128425, 0.36
128426, 0.65
128427, 0.05
128428, 0.34
128429, 0.38
128430, 0.11
128431, 0.25
128432, 0.25
128433, 0.23
128434, 0.09
128435, 0.65
128436, 0.25
128437, 0.04
128438, 0.25
128439, 0.46
128440, 0.15
128441, 0.75
128442, 0.04
128443, 0.55
128444, 0.25
128445, 0.85
128446, 0.12
128447, 0.78
128448, 0.04
128449, 0.03
128450, 0.14
128451, 0.05
128452, 0.41
128453, 0.29
128454, 0.04
128455, 0.37
128456, 0.55
128457, 0.28
128458, 0.04
128459, 0.04
128460, 0.05
128461, 0.38
128462, 0.05
128463, 0.95
128464, 0.25
128465, 0.04
128466, 0.05
128467, 0.05
128468, 0.04
128469, 0.04
128470, 0.05
128471, 0.23
128472, 0.03
128473, 0.50
128474, 0.29
128475, 0.95
128476, 0.38
128477, 0.59
128478, 0.12
128479, 0.39
128480, 0.25
128481, 0.04
128482, 0.97
128483, 0.83
128484, 0.25
128485, 0.17
